N,P,K,temperature,humidity,ph,rainfall,previous_crop,soil_type,water_requirement,investment_per_acre,crop_duration,label,previous_crop_profit_per_acre,predicted_crop_profit_per_acre
127,19,149,43.333192834294934,66.91084898983982,8.16490753990978,174.45218667762194,Chilli,Black Soil,Medium,79152,Short (3-4 months),Soybean,54824,85345
50,91,114,39.56674908710576,45.7035487971022,5.792033613091146,37.01419514868081,Sugarcane,Red Soil,High,68394,Short (3-4 months),Millets,88257,113508
21,7,23,33.468983017283506,50.484969552469934,9.359181790715954,56.856179946433926,Sugarcane,Loamy Soil,Low,57085,Long (8-12 months),Sugarcane,90614,112921
106,5,86,14.087413695214803,69.73199098998963,3.7805303627788636,100.12431142002985,Cotton,Sandy Soil,Low,32881,Long (8-12 months),Barley,59539,110264
108,79,50,17.208768910750955,29.07723361060048,9.53207926256353,48.61430058124624,Cotton,Red Soil,Low,55301,Medium (5-7 months),Groundnut,64252,68471
115,143,39,15.10499181847024,85.22148482273813,4.070484128576413,123.16442263653241,Rice,Red Soil,Medium,50507,Long (8-12 months),Maize,80519,94546
100,80,27,30.814336800776882,94.72445202963557,3.7372163803575873,206.78687104604217,Sugarcane,Red Soil,Low,73066,Medium (5-7 months),Maize,89051,119515
99,8,113,22.726183010269835,22.657999032344147,7.245899698644289,224.31574948417398,Wheat,Loamy Soil,Low,39575,Medium (5-7 months),Wheat,65200,74050
67,29,48,10.490768960168865,16.18302693458704,7.4308373583446325,122.33949702093497,Wheat,Sandy Soil,High,40232,Medium (5-7 months),Peanut,30370,97084
35,98,13,18.977158568663725,26.490846202451998,4.775701823171247,265.78081697586805,Rice,Sandy Soil,Medium,58077,Short (3-4 months),Peanut,67931,121138
21,100,164,38.81928329696518,79.39980627231199,9.13765064724967,263.6293604028433,Wheat,Black Soil,High,72414,Medium (5-7 months),Chilli,87881,83572
65,112,94,36.56760542758927,23.50134609658923,8.662052782089365,60.14100047601234,Rice,Black Soil,Low,70749,Long (8-12 months),Cotton,92211,22408
20,103,97,31.23451928129739,46.16869974154066,5.321827733323074,207.7739091916955,Cotton,Sandy Soil,High,35533,Short (3-4 months),Peanut,35053,119567
99,99,191,11.806850671836951,19.66923832350306,6.353875935134427,94.66440359264146,Wheat,Red Soil,Medium,53090,Long (8-12 months),Maize,42572,45018
127,104,46,39.590774393335394,51.338499717127085,8.541732392632856,185.50354696200833,Chilli,Red Soil,High,66569,Long (8-12 months),Groundnut,45621,22061
43,95,194,27.45352326066342,66.02315569725579,8.863551124704514,124.89017210026813,Wheat,Sandy Soil,Medium,33520,Long (8-12 months),Sesame,63762,47765
102,48,151,26.061558832558998,68.13629382552182,8.625036358826762,178.41226722902965,Wheat,Loamy Soil,High,59487,Long (8-12 months),Sugarcane,26268,54415
46,132,97,41.37762068814889,58.74145392740643,5.227581918170648,195.01636914065926,Rice,Sandy Soil,High,39830,Long (8-12 months),Barley,26221,48092
38,27,121,9.133887476423466,94.6762487073932,8.426006334778405,62.21123268896183,Cotton,Loamy Soil,Medium,44425,Short (3-4 months),Wheat,91385,94542
28,27,131,28.198591399448848,59.789100751834845,7.572606483347534,160.16942599882572,Wheat,Loamy Soil,Medium,48079,Long (8-12 months),Wheat,71932,132294
53,59,39,36.40039801277675,87.91521934630777,6.888625650313255,65.93850522257013,Cotton,Loamy Soil,Medium,34083,Long (8-12 months),Wheat,61114,116563
89,81,140,11.045276214503875,99.38401610658461,9.700922135305138,70.44227551945684,Wheat,Black Soil,High,55675,Medium (5-7 months),Cotton,87476,43298
84,67,115,21.273056398029404,33.95269668993386,7.350302351940077,227.5694800879707,Rice,Sandy Soil,Low,48018,Long (8-12 months),Sesame,35806,144820
16,107,47,42.890855821341184,37.020754363583606,9.09103071882963,274.56704397628755,Cotton,Red Soil,High,40372,Long (8-12 months),Groundnut,40732,20373
79,64,49,16.206380164767516,58.99469821210703,8.342541153904186,143.03448430766417,Rice,Red Soil,High,38344,Long (8-12 months),Maize,42767,117302
72,84,138,27.33718148655039,29.892214405739537,3.7946589633072403,230.72819473162298,Cotton,Red Soil,Low,46259,Short (3-4 months),Groundnut,64723,96299
48,99,17,34.82604474529256,62.61700477478391,5.221215900858885,180.46054470603346,Rice,Loamy Soil,High,67180,Short (3-4 months),Rice,30796,45007
100,73,15,22.430132575889573,72.92656808142499,7.4218703220090045,264.274093368695,Wheat,Sandy Soil,Low,58137,Medium (5-7 months),Sesame,56750,56994
1,118,106,23.03998328249255,19.435549408522306,6.323141941171745,279.2808981244897,Sugarcane,Loamy Soil,Medium,57945,Medium (5-7 months),Rice,91554,87734
58,108,202,11.030565320255704,72.66982484047716,9.648901142867935,252.93021777234964,Rice,Loamy Soil,High,58615,Short (3-4 months),Wheat,99446,35346
96,112,201,15.450393398448728,27.928150747215007,7.257613849631846,277.1961507753919,Wheat,Sandy Soil,High,45299,Short (3-4 months),Peanut,37648,107257
98,93,139,39.51474625192502,39.91677909288339,9.479079305421731,89.7619804195879,Cotton,Black Soil,Medium,47925,Long (8-12 months),Soybean,65454,32959
102,25,59,37.343895829300095,77.59165193087176,4.828690837472548,100.70121091373228,Rice,Black Soil,Medium,55124,Long (8-12 months),Soybean,83130,64285
1,135,187,19.44227189457163,28.28160182950684,9.27766253523453,183.52821603383893,Chilli,Red Soil,Medium,35193,Long (8-12 months),Groundnut,36875,64946
40,14,23,22.128244159450666,59.83595033679993,6.958754877415927,243.03130322216606,Sugarcane,Sandy Soil,Low,40877,Medium (5-7 months),Peanut,94222,121451
122,91,111,24.17389798785638,64.76440725303486,4.881331708304639,43.9022589594215,Wheat,Red Soil,Medium,33837,Medium (5-7 months),Groundnut,29711,96323
81,95,10,20.881747334130754,28.347427207237438,6.014053229440972,109.54255268397898,Chilli,Red Soil,Medium,43673,Long (8-12 months),Groundnut,71183,53158
131,141,13,31.614378823200752,37.81335944913785,9.73464878611688,110.67987466016332,Rice,Loamy Soil,Medium,49570,Long (8-12 months),Sugarcane,26689,53122
139,127,152,9.2727432300145,66.2464536979632,9.674528731192442,262.01941107222024,Sugarcane,Black Soil,Low,58426,Long (8-12 months),Chilli,45192,117019
28,8,29,39.49937157172933,53.7937451295687,3.6460860550044543,227.58300047616444,Wheat,Loamy Soil,Medium,63975,Long (8-12 months),Rice,68041,58500
134,94,54,19.303241028871728,70.83417159240766,5.481498879268226,201.33342018859116,Wheat,Red Soil,Low,70137,Short (3-4 months),Maize,71646,35035
13,100,76,39.22773138375178,87.52764971653065,9.287780997080421,72.08175307181554,Rice,Black Soil,Medium,35877,Long (8-12 months),Chilli,56999,34488
11,33,182,24.660937929540427,25.83367435998401,3.7138635312624326,166.06675417005647,Cotton,Red Soil,Medium,31063,Short (3-4 months),Maize,34731,114000
98,90,170,35.88066875052171,20.312947014855848,9.658171936225164,22.77714161952419,Cotton,Black Soil,High,40507,Short (3-4 months),Chilli,77168,52576
132,51,70,37.60395209100304,71.4123989871813,5.999603948082557,77.91964200683928,Chilli,Red Soil,High,57122,Long (8-12 months),Millets,82092,91745
80,81,61,19.325535505875656,80.32056957566265,4.243018741890003,243.43613063692285,Sugarcane,Black Soil,Low,67657,Long (8-12 months),Cotton,37673,76818
105,91,26,31.140877998907868,52.77435850567424,5.441205383456313,202.5377032477727,Wheat,Red Soil,High,72876,Long (8-12 months),Maize,54736,79442
31,35,60,29.99394144372974,48.02547066714857,8.701511672461582,172.50840473635142,Rice,Loamy Soil,Medium,30943,Short (3-4 months),Wheat,46209,30762
73,55,40,25.414679707420483,65.41561273869529,9.925059329032674,254.93100317220473,Sugarcane,Loamy Soil,Medium,54826,Long (8-12 months),Wheat,25583,79104
80,40,183,25.19005781658915,61.53078808593136,4.365193909398228,143.18499700501712,Chilli,Black Soil,High,61676,Short (3-4 months),Chilli,93141,104881
68,99,72,19.461953262361142,56.27735184547878,7.604499304109764,98.18520758436591,Wheat,Red Soil,High,40815,Long (8-12 months),Groundnut,67360,137416
44,19,5,19.63575771447247,84.44058411913251,9.454804025929333,253.64878547282206,Chilli,Black Soil,Medium,57352,Long (8-12 months),Soybean,68833,125585
105,82,52,27.928658696873953,29.13116482638942,9.290203261504338,104.53281466499148,Cotton,Sandy Soil,High,69583,Short (3-4 months),Peanut,48046,116105
136,44,165,9.950299918518837,72.65388096172546,5.969875737723156,258.4391748927762,Rice,Loamy Soil,Medium,31935,Medium (5-7 months),Sugarcane,41105,109377
99,49,156,41.36370881466918,77.80852620386332,9.071972385371405,204.8110780260271,Cotton,Black Soil,Low,40174,Medium (5-7 months),Soybean,27281,22860
8,94,181,31.4773360525038,91.52110572460855,4.736725695232586,195.97028470857975,Chilli,Loamy Soil,Medium,43709,Medium (5-7 months),Wheat,28670,147044
61,60,201,24.279601536597376,95.27565476866992,7.569511578578115,42.40786795619797,Sugarcane,Black Soil,High,35789,Long (8-12 months),Cotton,55615,68522
28,58,62,10.979602689524594,57.79422974484581,7.350093545001272,153.0975847951892,Cotton,Red Soil,Low,77458,Short (3-4 months),Groundnut,95090,26755
124,89,52,30.78149625266596,51.43132552654304,8.538964611228636,124.1349425411748,Cotton,Loamy Soil,Low,32063,Short (3-4 months),Rice,91167,99397
113,13,189,9.444003317881045,57.455015011362406,4.977274778896497,278.2875185366222,Sugarcane,Sandy Soil,Medium,46703,Short (3-4 months),Sesame,90647,85513
133,122,196,32.518922965486794,77.05754453441446,7.54847991762316,23.680727323815983,Chilli,Red Soil,Medium,46773,Long (8-12 months),Groundnut,46828,89617
119,69,103,11.353138563881288,15.73003541417044,7.429991193476312,188.06084174334896,Chilli,Black Soil,Low,61910,Long (8-12 months),Soybean,69027,145014
78,112,185,31.690716847642125,29.186326007945283,4.0463393217073325,134.92178191162066,Wheat,Red Soil,Low,54632,Medium (5-7 months),Groundnut,20814,143828
92,133,192,22.970789654535423,92.06667885230841,5.630570568467844,244.2457260737075,Sugarcane,Sandy Soil,Medium,58842,Medium (5-7 months),Peanut,60079,105817
3,42,130,31.91815739423105,31.011450331042703,4.838649157241475,252.43398123543872,Chilli,Red Soil,High,61807,Long (8-12 months),Millets,85391,34674
81,109,118,13.652281376958143,33.84450973467966,9.932467011011884,149.4085652040885,Sugarcane,Red Soil,Low,59021,Long (8-12 months),Groundnut,55938,120822
74,44,94,12.916447803002779,94.79252673008338,9.874643742139064,64.66777134402304,Rice,Sandy Soil,High,69766,Medium (5-7 months),Sesame,73119,79399
13,134,117,17.448357618483058,39.484878076235546,5.127977481824033,77.11616805744528,Wheat,Red Soil,Medium,53953,Short (3-4 months),Millets,77247,107724
130,79,175,23.16676941553135,39.15590575783871,8.70381438318393,221.72194875808017,Sugarcane,Sandy Soil,Low,54363,Medium (5-7 months),Barley,37923,143311
113,37,173,17.643757443558137,93.44190552589262,8.754883951890765,249.296502489696,Cotton,Red Soil,Medium,35655,Short (3-4 months),Groundnut,53420,136909
61,89,111,11.683895988731935,46.41150722723608,9.522928195578826,122.24803432889314,Rice,Loamy Soil,Low,69366,Short (3-4 months),Rice,40760,67459
105,63,158,20.15284491500681,56.60064457364671,4.3353677029745015,122.15831067249644,Chilli,Loamy Soil,Low,52837,Short (3-4 months),Sugarcane,41869,115733
63,99,191,33.42131388129565,62.298307147427074,7.797620764107657,66.94180564186006,Wheat,Black Soil,High,56290,Short (3-4 months),Soybean,69098,93609
101,30,109,29.146119531976307,88.69054472935943,4.828667566181226,203.19824405015703,Chilli,Black Soil,High,35148,Long (8-12 months),Soybean,63038,64263
105,107,181,42.397360456176195,20.907760171301756,7.7337248752783365,53.694350309010005,Sugarcane,Sandy Soil,Medium,76397,Medium (5-7 months),Barley,46984,59325
19,25,196,24.01746542573443,36.61963698764827,9.113149481372162,215.97577780065842,Cotton,Black Soil,High,48652,Short (3-4 months),Soybean,64269,100183
57,84,137,20.423776353034633,64.57862571976617,4.027180601599453,186.69794419699406,Sugarcane,Sandy Soil,High,65306,Long (8-12 months),Peanut,28705,64983
111,75,176,33.00028024698999,51.514714186602625,7.600840134840417,245.84059088255813,Sugarcane,Black Soil,Low,37481,Medium (5-7 months),Chilli,78432,87024
56,70,22,23.18236370693328,38.11333269387614,6.961737499899727,186.81013535676925,Wheat,Red Soil,Low,63184,Long (8-12 months),Groundnut,77186,48701
118,41,189,30.373640416650353,49.37414575180177,4.633898819235696,77.91493211066988,Cotton,Red Soil,Medium,50506,Short (3-4 months),Groundnut,45474,109466
96,18,116,41.803614537070324,97.08806520875795,5.0323208061791895,181.25696922964056,Cotton,Red Soil,Medium,60667,Medium (5-7 months),Groundnut,96490,148632
91,112,44,26.222328659405093,16.061031972494035,6.851750303577257,272.0883945453926,Rice,Black Soil,Low,49902,Short (3-4 months),Soybean,99635,42329
51,139,106,26.186983184405136,26.857258005828612,9.038007704321867,240.76689028934393,Chilli,Loamy Soil,Medium,58777,Long (8-12 months),Sugarcane,89843,31375
36,85,117,35.840087242559775,15.85723234079976,7.846398865032509,67.87064481102321,Rice,Black Soil,Medium,39520,Long (8-12 months),Chilli,67282,99655
7,84,178,35.17480880277971,65.12627780138008,3.681258672243368,46.19694762355066,Cotton,Sandy Soil,Low,38979,Medium (5-7 months),Sesame,79362,108534
43,107,62,26.81624685504664,15.367038383848383,4.316230663437901,287.1453936533779,Sugarcane,Black Soil,High,50642,Medium (5-7 months),Soybean,90715,145172
97,39,89,11.081167144689356,53.178030967070484,9.180565670272347,227.84585641435072,Rice,Sandy Soil,High,60412,Short (3-4 months),Peanut,44820,120579
132,106,156,43.00592327674106,87.9116351399277,7.701395336590604,250.5094518565241,Chilli,Sandy Soil,Medium,64239,Short (3-4 months),Barley,92245,23629
117,135,160,21.975222860636286,22.5908244228727,3.620902518101895,270.80781224078993,Sugarcane,Loamy Soil,Low,65580,Long (8-12 months),Rice,70636,147320
68,122,50,19.862835814266575,45.56216072757945,7.338172047357604,150.18030808299733,Cotton,Loamy Soil,Medium,70400,Short (3-4 months),Sugarcane,70734,117042
44,99,200,43.032403542800665,46.66147168554106,4.58875801632151,263.50877016434555,Cotton,Red Soil,Medium,79137,Medium (5-7 months),Maize,92523,47240
136,59,76,39.21942859114673,45.311864990499714,9.420194214990026,56.57147145473161,Wheat,Sandy Soil,High,34748,Long (8-12 months),Peanut,57892,128710
31,13,186,20.333664714323895,76.61887699859028,4.291952193261603,114.55175510467416,Cotton,Black Soil,High,62798,Medium (5-7 months),Soybean,31379,131600
32,73,37,19.57018931977705,14.636047549107115,3.99972679099112,115.25508006062337,Chilli,Sandy Soil,High,79759,Long (8-12 months),Peanut,90519,68926
125,32,71,33.95079562203577,81.11963807782026,7.651078478786664,30.16571163994321,Chilli,Loamy Soil,High,53611,Long (8-12 months),Rice,93190,79530
66,117,117,20.47652320342558,86.18388185300819,8.602373269724229,72.34175711083776,Rice,Sandy Soil,Medium,61729,Long (8-12 months),Barley,32032,25762
29,35,88,17.588032977348966,51.244751714143405,5.265448941175061,223.03833610973317,Chilli,Black Soil,Low,73700,Short (3-4 months),Cotton,71550,100656
113,63,167,42.96702575912056,90.30854079784078,5.442477004246728,148.98900879315173,Sugarcane,Black Soil,High,42852,Short (3-4 months),Chilli,50639,64661
28,86,43,28.540573745047265,46.92216577840897,5.7990304201825875,186.29368078988418,Sugarcane,Black Soil,Medium,76928,Long (8-12 months),Soybean,89918,143182
130,58,179,35.39857830372951,73.81234177470427,8.429159365989538,191.4768459946275,Wheat,Loamy Soil,Medium,48971,Medium (5-7 months),Sugarcane,58831,81781
29,46,75,33.675510531741494,47.58960015467928,5.189440024486865,78.9074892021678,Sugarcane,Sandy Soil,Low,48317,Long (8-12 months),Peanut,49114,73916
136,27,9,35.15561838326083,17.50212303483255,4.071596641597682,278.10496988262213,Rice,Black Soil,High,43979,Medium (5-7 months),Cotton,49694,33201
129,113,169,40.30865127355476,21.409668543375496,5.4928303807816,59.14945816804172,Rice,Sandy Soil,Low,30455,Short (3-4 months),Peanut,82238,131655
61,90,5,26.277360159248087,52.152211517209594,9.716672500940444,21.10197223547274,Chilli,Black Soil,Low,70016,Long (8-12 months),Cotton,89117,56871
2,69,129,35.0807674072162,99.13287512762653,6.298975334459193,93.58473035483195,Cotton,Sandy Soil,Low,68746,Medium (5-7 months),Peanut,81723,51986
67,93,188,36.59449209406941,29.478894876553262,7.1056033524455815,161.23616040730377,Sugarcane,Loamy Soil,Low,38258,Long (8-12 months),Rice,85484,105570
24,58,139,41.807005596189065,91.03076079275726,8.40661516339695,66.92357384285118,Rice,Red Soil,Low,67279,Short (3-4 months),Maize,77929,76497
43,122,117,33.676965280280236,93.07203651507311,7.096278152689679,235.4845361285883,Sugarcane,Sandy Soil,High,62169,Long (8-12 months),Sesame,40557,99869
54,109,196,39.93317316973537,49.3747080267747,7.728505368695378,78.59694989926496,Sugarcane,Sandy Soil,Medium,74730,Short (3-4 months),Sesame,54420,148617
136,15,12,12.137735269021055,53.84749224885959,9.165693441507761,285.8603481251407,Chilli,Loamy Soil,Low,33069,Short (3-4 months),Rice,66403,108836
129,67,112,13.220118131575912,57.36173704630642,5.903021934481204,217.78105282232173,Chilli,Black Soil,High,77633,Medium (5-7 months),Cotton,26020,61678
40,26,130,14.344010678724533,80.30027028015714,4.22160166643957,258.3139041195079,Rice,Red Soil,Medium,55750,Short (3-4 months),Groundnut,75343,100663
63,121,130,13.872383993902709,24.86416720388916,4.112175934902932,172.8075951411715,Rice,Loamy Soil,Medium,52510,Long (8-12 months),Rice,77358,118066
30,62,196,11.875689455456214,42.43008714791141,8.537436206735048,174.24943691903056,Cotton,Black Soil,Medium,67276,Short (3-4 months),Cotton,41865,29075
46,24,189,13.097348908607422,28.891299086909143,7.716120274327673,291.54183067677695,Chilli,Loamy Soil,High,41181,Short (3-4 months),Sugarcane,50164,91834
129,97,32,43.532967220707135,89.55907061801449,7.147384465405667,52.813023879755406,Rice,Red Soil,High,68323,Long (8-12 months),Groundnut,82318,30212
95,54,158,18.31127357017445,20.303119757960975,9.484952340341549,181.89203040240483,Wheat,Black Soil,Medium,62995,Medium (5-7 months),Cotton,73583,119415
